kabupaten,forecast_week,predicted_cases
Kotamobagu,2024-01-23,0
KotawaringinBarat,2024-01-02,0
KotawaringinBarat,2024-01-09,0
KotawaringinBarat,2024-01-16,0
KotawaringinBarat,2024-01-23,0
KotawaringinTimur,2024-01-02,10
KotawaringinTimur,2024-01-09,0
KotawaringinTimur,2024-01-16,0
KotawaringinTimur,2024-01-23,0
KuantanSingingi,2024-01-02,0
KuantanSingingi,2024-01-09,0
KuantanSingingi,2024-01-16,0
KuantanSingingi,2024-01-23,0
KubuRaya,2024-01-02,0
KubuRaya,2024-01-09,0
KubuRaya,2024-01-16,1
KubuRaya,2024-01-23,2
Kudus,2024-01-02,0
Kudus,2024-01-09,13
Kudus,2024-01-16,19
Kudus,2024-01-23,11
KulonProgo,2024-01-02,0
KulonProgo,2024-01-09,3
KulonProgo,2024-01-16,5
KulonProgo,2024-01-23,13
Kuningan,2024-01-02,28
Kuningan,2024-01-09,1
Kuningan,2024-01-16,1
Kuningan,2024-01-23,5
Kupang,2024-01-02,0
Kupang,2024-01-09,0
Kupang,2024-01-16,0
Kupang,2024-01-23,0
KutaiBarat,2024-01-02,9
KutaiBarat,2024-01-09,2
KutaiBarat,2024-01-16,2
KutaiBarat,2024-01-23,1
KutaiKartanegara,2024-01-02,9
KutaiKartanegara,2024-01-09,1
KutaiKartanegara,2024-01-16,2
KutaiKartanegara,2024-01-23,1
KutaiTimur,2024-01-02,0
KutaiTimur,2024-01-09,1
KutaiTimur,2024-01-16,1
KutaiTimur,2024-01-23,1
Labuhanbatu,2024-01-02,0
Labuhanbatu,2024-01-09,0
Labuhanbatu,2024-01-16,0
Labuhanbatu,2024-01-23,0
LabuhanbatuSelatan,2024-01-02,0
LabuhanbatuSelatan,2024-01-09,0
LabuhanbatuSelatan,2024-01-16,0
LabuhanbatuSelatan,2024-01-23,0
LabuhanbatuUtara,2024-01-02,0
LabuhanbatuUtara,2024-01-09,3
LabuhanbatuUtara,2024-01-16,2
LabuhanbatuUtara,2024-01-23,2
Lahat,2024-01-02,9
Lahat,2024-01-09,1
Lahat,2024-01-16,0
Lahat,2024-01-23,1
LakeToba,2024-01-02,0
LakeToba,2024-01-09,0
LakeToba,2024-01-16,0
LakeToba,2024-01-23,0
Lamandau,2024-01-02,16
Lamandau,2024-01-09,0
Lamandau,2024-01-16,0
Lamandau,2024-01-23,0
Lamongan,2024-01-02,0
Lamongan,2024-01-09,0
Lamongan,2024-01-16,0
Lamongan,2024-01-23,0
LampungBarat,2024-01-02,1
LampungBarat,2024-01-09,0
LampungBarat,2024-01-16,0
LampungBarat,2024-01-23,0
LampungSelatan,2024-01-02,0
LampungSelatan,2024-01-09,0
LampungSelatan,2024-01-16,0
LampungSelatan,2024-01-23,0
LampungTengah,2024-01-02,9
LampungTengah,2024-01-09,0
LampungTengah,2024-01-16,0
LampungTengah,2024-01-23,0
LampungTimur,2024-01-02,0
LampungTimur,2024-01-09,1
LampungTimur,2024-01-16,0
LampungTimur,2024-01-23,1
LampungUtara,2024-01-02,0
LampungUtara,2024-01-09,0
LampungUtara,2024-01-16,0
LampungUtara,2024-01-23,0
Landak,2024-01-02,0
Landak,2024-01-09,0
Landak,2024-01-16,0
Landak,2024-01-23,0
Langkat,2024-01-02,0
Langkat,2024-01-09,0
Langkat,2024-01-16,0
Langkat,2024-01-23,0
Langsa,2024-01-02,0
Langsa,2024-01-09,0
Langsa,2024-01-16,0
Langsa,2024-01-23,0
LannyJaya,2024-01-02,0
LannyJaya,2024-01-09,0
LannyJaya,2024-01-16,0
LannyJaya,2024-01-23,0
Lebak,2024-01-02,0
Lebak,2024-01-09,0
Lebak,2024-01-16,0
Lebak,2024-01-23,0
Lebong,2024-01-02,1
Lebong,2024-01-09,0
Lebong,2024-01-16,0
Lebong,2024-01-23,0
Lembata,2024-01-02,0
Lembata,2024-01-09,0
Lembata,2024-01-16,0
Lembata,2024-01-23,0
Lhokseumawe,2024-01-02,0
Lhokseumawe,2024-01-09,0
Lhokseumawe,2024-01-16,0
Lhokseumawe,2024-01-23,0
LimaPuluhKota,2024-01-02,9
LimaPuluhKota,2024-01-09,0
LimaPuluhKota,2024-01-16,0
LimaPuluhKota,2024-01-23,0
Lingga,2024-01-02,0
Lingga,2024-01-09,0
Lingga,2024-01-16,0
Lingga,2024-01-23,0
LombokBarat,2024-01-02,0
LombokBarat,2024-01-09,1
LombokBarat,2024-01-16,1
LombokBarat,2024-01-23,1
LombokTengah,2024-01-02,0
LombokTengah,2024-01-09,0
LombokTengah,2024-01-16,0
LombokTengah,2024-01-23,0
LombokTimur,2024-01-02,0
LombokTimur,2024-01-09,0
LombokTimur,2024-01-16,0
LombokTimur,2024-01-23,0
LombokUtara,2024-01-02,0
LombokUtara,2024-01-09,1
LombokUtara,2024-01-16,0
LombokUtara,2024-01-23,0
Lubuklinggau,2024-01-02,0
Lubuklinggau,2024-01-09,0
Lubuklinggau,2024-01-16,0
Lubuklinggau,2024-01-23,0
Lumajang,2024-01-02,0
Lumajang,2024-01-09,0
Lumajang,2024-01-16,0
Lumajang,2024-01-23,0
Luwu,2024-01-02,0
Luwu,2024-01-09,0
Luwu,2024-01-16,0
Luwu,2024-01-23,0
LuwuTimur,2024-01-02,0
LuwuTimur,2024-01-09,0
LuwuTimur,2024-01-16,1
LuwuTimur,2024-01-23,0
LuwuUtara,2024-01-02,0
LuwuUtara,2024-01-09,0
LuwuUtara,2024-01-16,0
LuwuUtara,2024-01-23,0
Madiun,2024-01-02,0
Madiun,2024-01-09,1
Madiun,2024-01-16,3
Madiun,2024-01-23,3
Magelang,2024-01-02,0
Magelang,2024-01-09,0
Magelang,2024-01-16,0
Magelang,2024-01-23,0
Magetan,2024-01-02,0
Magetan,2024-01-09,2
Magetan,2024-01-16,2
Magetan,2024-01-23,2
Majalengka,2024-01-02,0
Majalengka,2024-01-09,1
Majalengka,2024-01-16,3
Majalengka,2024-01-23,5
Majene,2024-01-02,0
Majene,2024-01-09,0
Majene,2024-01-16,0
Majene,2024-01-23,0
Makassar,2024-01-02,0
Makassar,2024-01-09,0
Makassar,2024-01-16,0
Makassar,2024-01-23,0
Malang,2024-01-02,0
Malang,2024-01-09,1
Malang,2024-01-16,3
Malang,2024-01-23,5
Malinau,2024-01-02,0
Malinau,2024-01-09,0
Malinau,2024-01-16,34
Malinau,2024-01-23,2
MalukuBaratDaya,2024-01-02,0
MalukuBaratDaya,2024-01-09,0
MalukuBaratDaya,2024-01-16,0
MalukuBaratDaya,2024-01-23,0
MalukuTengah,2024-01-02,0
MalukuTengah,2024-01-09,0
MalukuTengah,2024-01-16,0
MalukuTengah,2024-01-23,0
MalukuTenggara,2024-01-02,0
MalukuTenggara,2024-01-09,2
MalukuTenggara,2024-01-16,0
MalukuTenggara,2024-01-23,0
MalukuTenggaraBarat,2024-01-02,0
MalukuTenggaraBarat,2024-01-09,0
MalukuTenggaraBarat,2024-01-16,0
MalukuTenggaraBarat,2024-01-23,0
Mamasa,2024-01-02,0
Mamasa,2024-01-09,0
Mamasa,2024-01-16,1
Mamasa,2024-01-23,0
MamberamoRaya,2024-01-02,0
MamberamoRaya,2024-01-09,0
MamberamoRaya,2024-01-16,0
MamberamoRaya,2024-01-23,0
MamberamoTengah,2024-01-02,0
MamberamoTengah,2024-01-09,0
MamberamoTengah,2024-01-16,0
MamberamoTengah,2024-01-23,0
Mamuju,2024-01-02,0
Mamuju,2024-01-09,0
Mamuju,2024-01-16,0
Mamuju,2024-01-23,1
MamujuUtara,2024-01-02,0
MamujuUtara,2024-01-09,0
MamujuUtara,2024-01-16,0
MamujuUtara,2024-01-23,0
Manado,2024-01-02,0
Manado,2024-01-09,0
Manado,2024-01-16,0
Manado,2024-01-23,0
MandailingNatal,2024-01-02,1
MandailingNatal,2024-01-09,0
MandailingNatal,2024-01-16,0
MandailingNatal,2024-01-23,0
Manggarai,2024-01-02,0
Manggarai,2024-01-09,1
Manggarai,2024-01-16,2
Manggarai,2024-01-23,8
ManggaraiBarat,2024-01-02,10
ManggaraiBarat,2024-01-09,871
ManggaraiBarat,2024-01-16,29
ManggaraiBarat,2024-01-23,5
ManggaraiTimur,2024-01-02,0
ManggaraiTimur,2024-01-09,0
ManggaraiTimur,2024-01-16,1
ManggaraiTimur,2024-01-23,1
Manokwari,2024-01-02,0
Manokwari,2024-01-09,0
Manokwari,2024-01-16,0
Manokwari,2024-01-23,0
Mappi,2024-01-02,0
Mappi,2024-01-09,0
Mappi,2024-01-16,0
Mappi,2024-01-23,0
Maros,2024-01-02,0
Maros,2024-01-09,0
Maros,2024-01-16,0
Maros,2024-01-23,1
Mataram,2024-01-02,0
Mataram,2024-01-09,0
Mataram,2024-01-16,0
Mataram,2024-01-23,0
Maybrat,2024-01-02,0
Maybrat,2024-01-09,0
Maybrat,2024-01-16,0
Maybrat,2024-01-23,0
Melawi,2024-01-02,8
Melawi,2024-01-09,0
Melawi,2024-01-16,0
Melawi,2024-01-23,0
Merangin,2024-01-02,0
Merangin,2024-01-09,0
Merangin,2024-01-16,0
Merangin,2024-01-23,1
Merauke,2024-01-02,9
Merauke,2024-01-09,1
Merauke,2024-01-16,4
Merauke,2024-01-23,3
Mesuji,2024-01-02,0
Mesuji,2024-01-09,0
Mesuji,2024-01-16,0
Mesuji,2024-01-23,1
Metro,2024-01-02,0
Metro,2024-01-09,0
Metro,2024-01-16,0
Metro,2024-01-23,0
Mimika,2024-01-02,0
Mimika,2024-01-09,0
Mimika,2024-01-16,1
Mimika,2024-01-23,1
Minahasa,2024-01-02,0
Minahasa,2024-01-09,0
Minahasa,2024-01-16,1
Minahasa,2024-01-23,1
MinahasaSelatan,2024-01-02,8
MinahasaSelatan,2024-01-09,0
MinahasaSelatan,2024-01-16,0
MinahasaSelatan,2024-01-23,0
MinahasaTenggara,2024-01-02,0
MinahasaTenggara,2024-01-09,0
MinahasaTenggara,2024-01-16,0
MinahasaTenggara,2024-01-23,0
MinahasaUtara,2024-01-02,0
MinahasaUtara,2024-01-09,0
MinahasaUtara,2024-01-16,0
MinahasaUtara,2024-01-23,0
Mojokerto,2024-01-02,10
Mojokerto,2024-01-09,1
Mojokerto,2024-01-16,0
Mojokerto,2024-01-23,1
Morowali,2024-01-02,0
Morowali,2024-01-09,1
Morowali,2024-01-16,1
Morowali,2024-01-23,2
MuaraEnim,2024-01-02,0
MuaraEnim,2024-01-09,0
MuaraEnim,2024-01-16,0
MuaraEnim,2024-01-23,1
MuaroJambi,2024-01-02,0
MuaroJambi,2024-01-09,0
MuaroJambi,2024-01-16,0
MuaroJambi,2024-01-23,0
Mukomuko,2024-01-02,0
Mukomuko,2024-01-09,0
Mukomuko,2024-01-16,0
Mukomuko,2024-01-23,0
Muna,2024-01-02,0
Muna,2024-01-09,0
Muna,2024-01-16,0
Muna,2024-01-23,0
MurungRaya,2024-01-02,0
MurungRaya,2024-01-09,0
MurungRaya,2024-01-16,0
MurungRaya,2024-01-23,0
MusiBanyuasin,2024-01-02,9
MusiBanyuasin,2024-01-09,3
MusiBanyuasin,2024-01-16,3
MusiBanyuasin,2024-01-23,1
MusiRawas,2024-01-02,0
MusiRawas,2024-01-09,0
MusiRawas,2024-01-16,0
MusiRawas,2024-01-23,0
Nabire,2024-01-02,0
Nabire,2024-01-09,0
Nabire,2024-01-16,0
Nabire,2024-01-23,0
NaganRaya,2024-01-02,0
NaganRaya,2024-01-09,0
NaganRaya,2024-01-16,0
NaganRaya,2024-01-23,0
Nagekeo,2024-01-02,0
Nagekeo,2024-01-09,0
Nagekeo,2024-01-16,0
Nagekeo,2024-01-23,0
Natuna,2024-01-02,0
Natuna,2024-01-09,0
Natuna,2024-01-16,0
Natuna,2024-01-23,0
Nduga,2024-01-02,0
Nduga,2024-01-09,0
Nduga,2024-01-16,0
Nduga,2024-01-23,0
Ngada,2024-01-02,0
Ngada,2024-01-09,0
Ngada,2024-01-16,1
Ngada,2024-01-23,1
Nganjuk,2024-01-02,9
Nganjuk,2024-01-09,5
Nganjuk,2024-01-16,4
Nganjuk,2024-01-23,4
Ngawi,2024-01-02,9
Ngawi,2024-01-09,0
Ngawi,2024-01-16,1
Ngawi,2024-01-23,2
Nias,2024-01-02,0
Nias,2024-01-09,0
Nias,2024-01-16,0
Nias,2024-01-23,1
NiasBarat,2024-01-02,0
NiasBarat,2024-01-09,0
NiasBarat,2024-01-16,0
NiasBarat,2024-01-23,0
NiasSelatan,2024-01-02,0
NiasSelatan,2024-01-09,0
NiasSelatan,2024-01-16,0
NiasSelatan,2024-01-23,0
NiasUtara,2024-01-02,0
NiasUtara,2024-01-09,0
NiasUtara,2024-01-16,0
NiasUtara,2024-01-23,0
Nunukan,2024-01-02,9
Nunukan,2024-01-09,0
Nunukan,2024-01-16,0
Nunukan,2024-01-23,0
OganIlir,2024-01-02,0
OganIlir,2024-01-09,0
OganIlir,2024-01-16,0
OganIlir,2024-01-23,4
OganKomeringIlir,2024-01-02,0
OganKomeringIlir,2024-01-09,0
OganKomeringIlir,2024-01-16,0
OganKomeringIlir,2024-01-23,0
OganKomeringUlu,2024-01-02,0
OganKomeringUlu,2024-01-09,0
OganKomeringUlu,2024-01-16,0
OganKomeringUlu,2024-01-23,0
OganKomeringUluSelatan,2024-01-02,0
OganKomeringUluSelatan,2024-01-09,0
OganKomeringUluSelatan,2024-01-16,0
OganKomeringUluSelatan,2024-01-23,0
OganKomeringUluTimur,2024-01-02,0
OganKomeringUluTimur,2024-01-09,0
OganKomeringUluTimur,2024-01-16,8
OganKomeringUluTimur,2024-01-23,0
Pacitan,2024-01-02,0
Pacitan,2024-01-09,0
Pacitan,2024-01-16,0
Pacitan,2024-01-23,1
Padang,2024-01-02,0
Padang,2024-01-09,0
Padang,2024-01-16,0
Padang,2024-01-23,0
PadangLawas,2024-01-02,0
PadangLawas,2024-01-09,1
PadangLawas,2024-01-16,2
PadangLawas,2024-01-23,2
PadangLawasUtara,2024-01-02,0
PadangLawasUtara,2024-01-09,0
PadangLawasUtara,2024-01-16,0
PadangLawasUtara,2024-01-23,0
PadangPanjang,2024-01-02,0
PadangPanjang,2024-01-09,0
PadangPanjang,2024-01-16,0
PadangPanjang,2024-01-23,0
PadangPariaman,2024-01-02,0
PadangPariaman,2024-01-09,0
PadangPariaman,2024-01-16,0
PadangPariaman,2024-01-23,0
Padangsidimpuan,2024-01-02,0
Padangsidimpuan,2024-01-09,0
Padangsidimpuan,2024-01-16,0
Padangsidimpuan,2024-01-23,0
PagarAlam,2024-01-02,0
PagarAlam,2024-01-09,0
PagarAlam,2024-01-16,0
PagarAlam,2024-01-23,0
PakpakBarat,2024-01-02,0
PakpakBarat,2024-01-09,0
PakpakBarat,2024-01-16,0
PakpakBarat,2024-01-23,0
PalangkaRaya,2024-01-02,0
PalangkaRaya,2024-01-09,0
PalangkaRaya,2024-01-16,0
PalangkaRaya,2024-01-23,0
Palembang,2024-01-02,0
Palembang,2024-01-09,0
Palembang,2024-01-16,0
Palembang,2024-01-23,0
Palopo,2024-01-02,0
Palopo,2024-01-09,0
Palopo,2024-01-16,0
Palopo,2024-01-23,0
Palu,2024-01-02,0
Palu,2024-01-09,0
Palu,2024-01-16,0
Palu,2024-01-23,0
Pamekasan,2024-01-02,0
Pamekasan,2024-01-09,8
Pamekasan,2024-01-16,5
Pamekasan,2024-01-23,4
Pandeglang,2024-01-02,0
Pandeglang,2024-01-09,0
Pandeglang,2024-01-16,0
Pandeglang,2024-01-23,0
PangkajeneDanKepulauan,2024-01-02,0
PangkajeneDanKepulauan,2024-01-09,0
PangkajeneDanKepulauan,2024-01-16,0
PangkajeneDanKepulauan,2024-01-23,0
Pangkalpinang,2024-01-02,0
Pangkalpinang,2024-01-09,0
Pangkalpinang,2024-01-16,0
Pangkalpinang,2024-01-23,0
Paniai,2024-01-02,0
Paniai,2024-01-09,0
Paniai,2024-01-16,0
Paniai,2024-01-23,0
Parepare,2024-01-02,0
Parepare,2024-01-09,0
Parepare,2024-01-16,0
Parepare,2024-01-23,0
Pariaman,2024-01-02,0
Pariaman,2024-01-09,0
Pariaman,2024-01-16,0
Pariaman,2024-01-23,0
ParigiMoutong,2024-01-02,0
ParigiMoutong,2024-01-09,0
ParigiMoutong,2024-01-16,0
ParigiMoutong,2024-01-23,0
Pasaman,2024-01-02,9
Pasaman,2024-01-09,1
Pasaman,2024-01-16,1
Pasaman,2024-01-23,1
PasamanBarat,2024-01-02,0
PasamanBarat,2024-01-09,0
PasamanBarat,2024-01-16,0
PasamanBarat,2024-01-23,0
Paser,2024-01-02,0
Paser,2024-01-09,4
Paser,2024-01-16,9
Paser,2024-01-23,4
Pasuruan,2024-01-02,0
Pasuruan,2024-01-09,0
Pasuruan,2024-01-16,2
Pasuruan,2024-01-23,2
Pati,2024-01-02,0
Pati,2024-01-09,2
Pati,2024-01-16,3
Pati,2024-01-23,8
Payakumbuh,2024-01-02,0
Payakumbuh,2024-01-09,0
Payakumbuh,2024-01-16,0
Payakumbuh,2024-01-23,0
PegununganBintang,2024-01-02,0
PegununganBintang,2024-01-09,0
PegununganBintang,2024-01-16,0
PegununganBintang,2024-01-23,0
Pekalongan,2024-01-02,0
Pekalongan,2024-01-09,5
Pekalongan,2024-01-16,1
Pekalongan,2024-01-23,3
Pekanbaru,2024-01-02,0
Pekanbaru,2024-01-09,0
Pekanbaru,2024-01-16,0
Pekanbaru,2024-01-23,0
Pelalawan,2024-01-02,0
Pelalawan,2024-01-09,0
Pelalawan,2024-01-16,0
Pelalawan,2024-01-23,0
Pemalang,2024-01-02,0
Pemalang,2024-01-09,0
Pemalang,2024-01-16,0
Pemalang,2024-01-23,2
Pematangsiantar,2024-01-02,0
Pematangsiantar,2024-01-09,0
Pematangsiantar,2024-01-16,0
Pematangsiantar,2024-01-23,0
PenajamPaserUtara,2024-01-02,0
PenajamPaserUtara,2024-01-09,1
PenajamPaserUtara,2024-01-16,0
PenajamPaserUtara,2024-01-23,0
Pesawaran,2024-01-02,0
Pesawaran,2024-01-09,0
Pesawaran,2024-01-16,0
Pesawaran,2024-01-23,0
PesisirSelatan,2024-01-02,9
PesisirSelatan,2024-01-09,1
PesisirSelatan,2024-01-16,3
PesisirSelatan,2024-01-23,2
Pidie,2024-01-02,0
Pidie,2024-01-09,0
Pidie,2024-01-16,0
Pidie,2024-01-23,0
PidieJaya,2024-01-02,10
PidieJaya,2024-01-09,10
PidieJaya,2024-01-16,2
PidieJaya,2024-01-23,1
Pinrang,2024-01-02,0
Pinrang,2024-01-09,0
Pinrang,2024-01-16,0
Pinrang,2024-01-23,0
Pohuwato,2024-01-02,0
Pohuwato,2024-01-09,0
Pohuwato,2024-01-16,0
Pohuwato,2024-01-23,0
PolewaliMandar,2024-01-02,0
PolewaliMandar,2024-01-09,0
PolewaliMandar,2024-01-16,0
PolewaliMandar,2024-01-23,0
Ponorogo,2024-01-02,0
Ponorogo,2024-01-09,1
Ponorogo,2024-01-16,1
Ponorogo,2024-01-23,1
Pontianak,2024-01-02,0
Pontianak,2024-01-09,0
Pontianak,2024-01-16,0
Pontianak,2024-01-23,0
Poso,2024-01-02,9
Poso,2024-01-09,0
Poso,2024-01-16,2
Poso,2024-01-23,0
Prabumulih,2024-01-02,0
Prabumulih,2024-01-09,0
Prabumulih,2024-01-16,0
Prabumulih,2024-01-23,0
Pringsewu,2024-01-02,0
Pringsewu,2024-01-09,0
Pringsewu,2024-01-16,0
Pringsewu,2024-01-23,0
Probolinggo,2024-01-02,0
Probolinggo,2024-01-09,0
Probolinggo,2024-01-16,0
Probolinggo,2024-01-23,1
PulangPisau,2024-01-02,0
PulangPisau,2024-01-09,0
PulangPisau,2024-01-16,0
PulangPisau,2024-01-23,0
PulauMorotai,2024-01-02,0
PulauMorotai,2024-01-09,0
PulauMorotai,2024-01-16,0
PulauMorotai,2024-01-23,0
Puncak,2024-01-02,0
Puncak,2024-01-09,0
Puncak,2024-01-16,0
Puncak,2024-01-23,0
PuncakJaya,2024-01-02,0
PuncakJaya,2024-01-09,0
PuncakJaya,2024-01-16,0
PuncakJaya,2024-01-23,0
Purbalingga,2024-01-02,0
Purbalingga,2024-01-09,4
Purbalingga,2024-01-16,4
Purbalingga,2024-01-23,4
Purwakarta,2024-01-02,0
Purwakarta,2024-01-09,2
Purwakarta,2024-01-16,2
Purwakarta,2024-01-23,1
Purworejo,2024-01-02,0
Purworejo,2024-01-09,1
Purworejo,2024-01-16,1
Purworejo,2024-01-23,1
RajaAmpat,2024-01-02,0
RajaAmpat,2024-01-09,0
RajaAmpat,2024-01-16,0
RajaAmpat,2024-01-23,0
RejangLebong,2024-01-02,0
RejangLebong,2024-01-09,1
RejangLebong,2024-01-16,3
RejangLebong,2024-01-23,2
Rembang,2024-01-02,9
Rembang,2024-01-09,0
Rembang,2024-01-16,0
Rembang,2024-01-23,0
RokanHilir,2024-01-02,0
RokanHilir,2024-01-09,0
RokanHilir,2024-01-16,0
RokanHilir,2024-01-23,0
RokanHulu,2024-01-02,9
RokanHulu,2024-01-09,0
RokanHulu,2024-01-16,1
RokanHulu,2024-01-23,0
RoteNdao,2024-01-02,0
RoteNdao,2024-01-09,0
RoteNdao,2024-01-16,0
RoteNdao,2024-01-23,0
Sabang,2024-01-02,0
Sabang,2024-01-09,0
Sabang,2024-01-16,0
Sabang,2024-01-23,0
SabuRaijua,2024-01-02,0
SabuRaijua,2024-01-09,0
SabuRaijua,2024-01-16,0
SabuRaijua,2024-01-23,0
Salatiga,2024-01-02,0
Salatiga,2024-01-09,0
Salatiga,2024-01-16,0
Salatiga,2024-01-23,0
Samarinda,2024-01-02,0
Samarinda,2024-01-09,0
Samarinda,2024-01-16,0
Samarinda,2024-01-23,0
Sambas,2024-01-02,1
Sambas,2024-01-09,0
Sambas,2024-01-16,0
Sambas,2024-01-23,0
Samosir,2024-01-02,0
Samosir,2024-01-09,0
Samosir,2024-01-16,0
Samosir,2024-01-23,0
Sampang,2024-01-02,10
Sampang,2024-01-09,2
Sampang,2024-01-16,0
Sampang,2024-01-23,0
Sanggau,2024-01-02,0
Sanggau,2024-01-09,0
Sanggau,2024-01-16,0
Sanggau,2024-01-23,0
Sarmi,2024-01-02,0
Sarmi,2024-01-09,0
Sarmi,2024-01-16,0
Sarmi,2024-01-23,0
Sarolangun,2024-01-02,0
Sarolangun,2024-01-09,0
Sarolangun,2024-01-16,0
Sarolangun,2024-01-23,0
Sawahlunto,2024-01-02,0
Sawahlunto,2024-01-09,0
Sawahlunto,2024-01-16,0
Sawahlunto,2024-01-23,0
Sekadau,2024-01-02,0
Sekadau,2024-01-09,0
Sekadau,2024-01-16,1
Sekadau,2024-01-23,0
Seluma,2024-01-02,0
Seluma,2024-01-09,0
Seluma,2024-01-16,0
Seluma,2024-01-23,0
Semarang,2024-01-02,0
Semarang,2024-01-09,1
Semarang,2024-01-16,0
Semarang,2024-01-23,1
SeramBagianBarat,2024-01-02,0
SeramBagianBarat,2024-01-09,0
SeramBagianBarat,2024-01-16,0
SeramBagianBarat,2024-01-23,0
SeramBagianTimur,2024-01-02,0
SeramBagianTimur,2024-01-09,0
SeramBagianTimur,2024-01-16,0
SeramBagianTimur,2024-01-23,0
Serang,2024-01-02,0
Serang,2024-01-09,1
Serang,2024-01-16,1
Serang,2024-01-23,0
SerdangBedagai,2024-01-02,0
SerdangBedagai,2024-01-09,0
SerdangBedagai,2024-01-16,0
SerdangBedagai,2024-01-23,0
Seruyan,2024-01-02,0
Seruyan,2024-01-09,0
Seruyan,2024-01-16,0
Seruyan,2024-01-23,0
Siak,2024-01-02,0
Siak,2024-01-09,0
Siak,2024-01-16,0
Siak,2024-01-23,0
SiauTagulandangBiaro,2024-01-02,0
SiauTagulandangBiaro,2024-01-09,0
SiauTagulandangBiaro,2024-01-16,0
SiauTagulandangBiaro,2024-01-23,0
Sibolga,2024-01-02,0
Sibolga,2024-01-09,0
Sibolga,2024-01-16,0
Sibolga,2024-01-23,0
SidenrengRappang,2024-01-02,0
SidenrengRappang,2024-01-09,0
SidenrengRappang,2024-01-16,0
SidenrengRappang,2024-01-23,0
Sidoarjo,2024-01-02,20
Sidoarjo,2024-01-09,54
Sidoarjo,2024-01-16,51
Sidoarjo,2024-01-23,57
Sigi,2024-01-02,0
Sigi,2024-01-09,0
Sigi,2024-01-16,0
Sigi,2024-01-23,1
Sijunjung,2024-01-02,0
Sijunjung,2024-01-09,1
Sijunjung,2024-01-16,0
Sijunjung,2024-01-23,0
Sikka,2024-01-02,0
Sikka,2024-01-09,5
Sikka,2024-01-16,1
Sikka,2024-01-23,4
Simalungun,2024-01-02,0
Simalungun,2024-01-09,4
Simalungun,2024-01-16,4
Simalungun,2024-01-23,1
Simeulue,2024-01-02,0
Simeulue,2024-01-09,0
Simeulue,2024-01-16,0
Simeulue,2024-01-23,0
Singkawang,2024-01-02,0
Singkawang,2024-01-09,0
Singkawang,2024-01-16,0
Singkawang,2024-01-23,0
Sinjai,2024-01-02,0
Sinjai,2024-01-09,0
Sinjai,2024-01-16,1
Sinjai,2024-01-23,1
Sintang,2024-01-02,10
Sintang,2024-01-09,0
Sintang,2024-01-16,0
Sintang,2024-01-23,0
Situbondo,2024-01-02,0
Situbondo,2024-01-09,0
Situbondo,2024-01-16,0
Situbondo,2024-01-23,0
Sleman,2024-01-02,0
Sleman,2024-01-09,0
Sleman,2024-01-16,0
Sleman,2024-01-23,0
Solok,2024-01-02,0
Solok,2024-01-09,0
Solok,2024-01-16,0
Solok,2024-01-23,0
SolokSelatan,2024-01-02,0
SolokSelatan,2024-01-09,0
SolokSelatan,2024-01-16,0
SolokSelatan,2024-01-23,0
Soppeng,2024-01-02,0
Soppeng,2024-01-09,2
Soppeng,2024-01-16,15
Soppeng,2024-01-23,1
Sorong,2024-01-02,0
Sorong,2024-01-09,0
Sorong,2024-01-16,0
Sorong,2024-01-23,0
SorongSelatan,2024-01-02,0
SorongSelatan,2024-01-09,0
SorongSelatan,2024-01-16,0
SorongSelatan,2024-01-23,0
Sragen,2024-01-02,0
Sragen,2024-01-09,4
Sragen,2024-01-16,2
Sragen,2024-01-23,9
Subang,2024-01-02,0
Subang,2024-01-09,4
Subang,2024-01-16,1
Subang,2024-01-23,1
Subulussalam,2024-01-02,0
Subulussalam,2024-01-09,0
Subulussalam,2024-01-16,0
Subulussalam,2024-01-23,0
Sukabumi,2024-01-02,0
Sukabumi,2024-01-09,1
Sukabumi,2024-01-16,0
Sukabumi,2024-01-23,2
Sukamara,2024-01-02,0
Sukamara,2024-01-09,0
Sukamara,2024-01-16,0
Sukamara,2024-01-23,0
Sukoharjo,2024-01-02,9
Sukoharjo,2024-01-09,1
Sukoharjo,2024-01-16,1
Sukoharjo,2024-01-23,1
SumbaBarat,2024-01-02,0
SumbaBarat,2024-01-09,0
SumbaBarat,2024-01-16,0
SumbaBarat,2024-01-23,0
SumbaBaratDaya,2024-01-02,0
SumbaBaratDaya,2024-01-09,1
SumbaBaratDaya,2024-01-16,1
SumbaBaratDaya,2024-01-23,2
SumbaTengah,2024-01-02,0
SumbaTengah,2024-01-09,1
SumbaTengah,2024-01-16,1
SumbaTengah,2024-01-23,0
SumbaTimur,2024-01-02,0
SumbaTimur,2024-01-09,0
SumbaTimur,2024-01-16,0
SumbaTimur,2024-01-23,0
Sumbawa,2024-01-02,0
Sumbawa,2024-01-09,0
Sumbawa,2024-01-16,0
Sumbawa,2024-01-23,0
SumbawaBarat,2024-01-02,0
SumbawaBarat,2024-01-09,1
SumbawaBarat,2024-01-16,2
SumbawaBarat,2024-01-23,2
Sumedang,2024-01-02,0
Sumedang,2024-01-09,4
Sumedang,2024-01-16,4
Sumedang,2024-01-23,1
Sumenep,2024-01-02,0
Sumenep,2024-01-09,0
Sumenep,2024-01-16,0
Sumenep,2024-01-23,0
SungaiPenuh,2024-01-02,0
